"","year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
"1043",2007,25,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.16136800223498",64.1592325660882
"1044",2006,41,"Married","Asian","< HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.49415459401844",89.4924795180001
"1045",2009,53,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.47712125471966",87.9810327856054
"1046",2009,45,"Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.84509804001426",127.115743812184
"1047",2003,32,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.20411998265593",66.9616443217359
"1048",2005,47,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","5",148.413159102577
"1049",2003,26,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.81291335664286",123.089699847943
"1050",2009,31,"Married","Black","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.89209460269048",133.232350826567
"1051",2007,32,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"1052",2006,50,"Divorced","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.78887511577542",120.166119635421
"1053",2007,46,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.7481880270062",115.375038556391
"1054",2006,47,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.72427586960079",112.6488963421
"1055",2005,55,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.77815125038364",118.884359339886
"1056",2005,49,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5",148.413159102577
"1057",2004,25,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.11394335230684",61.1875264339915
"1058",2008,60,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.56110138364906",95.6888119067371
"1059",2008,62,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.49136169383427",89.2428846644714
"1060",2003,63,"Separated","Black","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.85125834871908",127.901232979118
"1061",2004,31,"Never Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.85733249643127",128.680488220624
"1062",2006,29,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1063",2008,51,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"1064",2007,28,"Married","Asian","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.3324384599156",76.1296996370986
"1065",2005,36,"Never Married","White","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.81291335664286",123.089699847943
"1066",2007,28,"Never Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"1067",2004,38,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.63346845557959",102.870246933215
"1068",2008,35,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.56820172406699",96.3706528322308
"1069",2005,46,"Divorced","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.76342799356294",117.146816914805
"1070",2007,37,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.50514997831991",90.4819133566401
"1071",2005,41,"Divorced","Black","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.65321251377534",104.921506533664
"1072",2006,59,"Married","Black","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","4.30102999566398",73.7757432746946
"1073",2006,51,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","4.68124123737559",107.903923866876
"1074",2006,26,"Never Married","Black","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"1075",2003,34,"Married","Black","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.09691001300806",60.1541246622441
"1076",2004,32,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.81291335664286",123.089699847943
"1077",2007,23,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.39794000867204",81.2832532842527
"1078",2004,50,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.96378782734556",143.134940811134
"1079",2009,25,"Never Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.23552844690755",69.0981838087226
"1080",2004,43,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.36921585741014",78.9816745162994
"1081",2009,36,"Married","Black","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.85733249643127",128.680488220624
"1082",2006,50,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","2. No","4",54.5981500331442
"1083",2006,34,"Separated","Black","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.90308998699194",134.705375118879
"1084",2005,34,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.65321251377534",104.921506533664
"1085",2005,55,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.62618633492728",277.601417511009
"1086",2003,39,"Married","Black",NA,"2. Middle Atlantic","Industrial","<=Good","2. No","4.35945602012099",78.214575693165
"1087",2004,40,"Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.41497334797082",82.6796372966372
"1088",2005,32,"Married","White","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.76342799356294",117.146816914805
"1089",2006,63,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.77815125038364",118.884359339886
"1090",2004,38,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.69897000433602",109.833985642199
"1091",2008,67,"Married","Asian","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.07918124604763",59.0970640815891
"1092",2005,39,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.75587485567249",116.265324062503
"1093",2003,31,"Married","Asian","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.11394335230684",61.1875264339915
"1094",2006,41,"Never Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"1095",2003,47,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.36172783601759",78.3924668009837
"1096",2009,42,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.80617997398389",122.263673892802
"1097",2005,61,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5",148.413159102577
"1098",2008,21,"Married","Other","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4",54.5981500331442
"1099",2004,22,"Never Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.19033169817029",66.0446942318056
"1100",2003,53,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.84385542262316",126.957885677185
"1101",2004,47,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.39794000867204",81.2832532842527
"1102",2005,36,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.85125834871908",NA
"1103",2007,36,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.47712125471966",87.9810327856054
"1104",2005,42,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.81291335664286",123.089699847943
"1105",2004,54,"Divorced","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.65321251377534",104.921506533664
"1106",2004,27,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.47712125471966",87.9810327856054
"1107",2004,36,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.88081359228079",131.737801155001
"1108",2006,35,"Never Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","2. No","4.30102999566398",73.7757432746946
"1109",2003,60,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.65321251377534",104.921506533664
"1110",2005,42,"Separated","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.51745982654023",91.602615662534
"1111",2008,41,"Married","Black","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.81291335664286",123.089699847943
"1112",2004,35,"Never Married","Black","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.88016738443536",131.652698654268
"1113",2006,34,"Never Married","Black","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.73518995947785",309.5717712662
"1114",2007,22,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.2578944687308",70.6610476694407
"1115",2007,47,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.44090908206522",84.8520440937874
"1116",2004,59,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.63346845557959",102.870246933215
"1117",2007,29,"Never Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.64345267648619",103.90247060316
"1118",2006,32,"Never Married","White","< HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.54406804435028",94.0727147457005
"1119",2003,49,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.85733249643127",NA
"1120",2009,30,"Never Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.66651798055488",106.326864894674
"1121",2003,33,"Never Married","Asian","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.59769518592551",99.2552868268562
"1122",2007,51,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.89209460269048",133.232350826567
"1123",2003,37,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.36172783601759",78.3924668009837
"1124",2003,46,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.8750612633917",130.982177377461
"1125",2007,63,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1126",2005,41,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.56820172406699",96.3706528322308
"1127",2005,40,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.69897000433602",109.833985642199
"1128",2007,46,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.64100585131578",281.745970551857
"1129",2005,45,"Divorced","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.54406804435028",94.0727147457005
"1130",2008,48,"Never Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.30102999566398",200.543262324662
"1131",2007,28,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.47712125471966",87.9810327856054
"1132",2009,65,"Divorced","Black","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.47712125471966",87.9810327856054
"1133",2005,50,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.57978359661681",97.4932940453934
"1134",2008,53,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.68124123737559",107.903923866876
"1135",2007,48,"Married","Asian","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.56110138364906",95.6888119067371
"1136",2003,30,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.69897000433602",109.833985642199
"1137",2006,37,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.47035167934582",87.3874499713449
"1138",2004,51,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.48674209553399",88.8315691738134
"1139",2008,55,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.11394335230684",166.324941233877
"1140",2004,35,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.5506685412044",94.6956951317194
"1141",2006,33,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.77815125038364",122.263673892802
"1142",2008,41,"Divorced","White","College Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.88649072517248",132.487821126123
"1143",2003,34,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.56820172406699",96.3706528322308
"1144",2006,33,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.49136169383427",89.2428846644714
"1145",2008,49,"Never Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.39794000867204",81.2832532842527
"1146",2006,62,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.30102999566398",73.7757432746946
"1147",2004,31,"Never Married","Black","< HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.69897000433602",109.833985642199
"1148",2007,43,"Divorced","White","< HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.60616631460762",100.099662492042
